age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
49,blue-collar,married,secondary,no,4.624972813284271,no,no,cellular,29,aug,5.3471075307174685,2,-1,0,unknown,no
40,technician,married,secondary,no,4.02535169073515,no,no,cellular,29,aug,4.343805421853684,2,-1,0,unknown,no
32,technician,single,secondary,no,7.072421900537371,no,no,telephone,29,aug,4.7535901911063645,2,-1,0,unknown,no
34,management,single,secondary,no,5.267858159063328,no,no,cellular,29,aug,5.225746673713202,2,-1,0,unknown,no
54,blue-collar,married,primary,no,6.9650803456014065,no,no,cellular,29,aug,4.290459441148391,8,-1,0,unknown,no
45,blue-collar,married,primary,no,4.795790545596741,no,no,cellular,29,aug,4.532599493153256,11,-1,0,unknown,no
30,management,single,tertiary,no,8.255568653283746,no,no,telephone,29,aug,4.74493212836325,2,-1,0,unknown,no
40,self-employed,single,tertiary,no,3.713572066704308,no,no,telephone,29,aug,4.6443908991413725,2,-1,0,unknown,no
43,admin.,married,secondary,no,5.54907608489522,no,no,cellular,29,aug,5.225746673713202,6,-1,0,unknown,no
39,technician,divorced,secondary,no,2.0794415416798357,no,no,cellular,29,aug,6.93537044601511,2,-1,0,unknown,no
52,technician,married,tertiary,no,5.365976015021851,no,no,cellular,29,aug,5.081404364984463,3,-1,0,unknown,no
55,blue-collar,married,primary,no,6.647688373563329,no,no,cellular,29,aug,4.584967478670572,19,-1,0,unknown,no
35,management,married,tertiary,no,6.236369590203704,no,no,cellular,29,aug,4.51085950651685,4,-1,0,unknown,no
54,technician,married,secondary,no,7.4205789054108005,no,no,cellular,29,aug,5.332718793265369,7,-1,0,unknown,no
45,blue-collar,married,primary,no,4.442651256490317,no,no,cellular,29,aug,4.890349128221754,4,-1,0,unknown,no
33,blue-collar,married,secondary,no,6.7357800142423265,no,no,cellular,29,aug,4.709530201312334,4,-1,0,unknown,no
46,blue-collar,married,primary,no,5.303304908059076,no,no,cellular,29,aug,5.093750200806762,6,-1,0,unknown,no
31,technician,married,secondary,no,8.476371196895983,yes,no,cellular,29,aug,5.10594547390058,4,-1,0,unknown,no
38,unknown,married,unknown,no,6.481577129276431,no,no,telephone,29,aug,2.833213344056216,18,-1,0,unknown,no
54,blue-collar,married,secondary,no,6.1441856341256456,no,no,cellular,29,aug,6.077642243349034,4,-1,0,unknown,no
34,technician,married,secondary,no,6.333279628139691,yes,yes,cellular,29,aug,3.4657359027997265,15,-1,0,unknown,no
44,technician,married,secondary,no,5.91350300563827,no,yes,cellular,29,aug,4.1588830833596715,4,-1,0,unknown,no
32,management,single,tertiary,no,5.552959584921617,yes,no,cellular,29,aug,4.875197323201151,4,-1,0,unknown,no
33,housemaid,single,tertiary,no,7.134890851565884,no,no,cellular,29,aug,6.236369590203704,4,-1,0,unknown,no
41,management,married,secondary,no,4.997212273764115,no,no,cellular,29,aug,4.406719247264253,9,-1,0,unknown,no
45,blue-collar,married,primary,no,5.676753802268282,yes,no,cellular,29,aug,6.8679744089702925,4,-1,0,unknown,no
54,services,married,unknown,no,5.780743515792329,no,no,cellular,29,aug,4.820281565605037,11,-1,0,unknown,no
36,technician,single,tertiary,no,5.5909869805108565,no,no,cellular,29,aug,3.9889840465642745,12,-1,0,unknown,no
45,technician,single,tertiary,no,7.643482907077201,no,no,cellular,29,aug,3.367295829986474,14,-1,0,unknown,no
41,management,married,tertiary,no,8.688790784847216,no,no,cellular,29,aug,6.5638555265321274,11,-1,0,unknown,no
41,technician,married,secondary,no,6.385194398997726,no,no,cellular,29,aug,4.553876891600541,6,-1,0,unknown,no
56,management,married,tertiary,no,6.499787040655854,no,no,cellular,29,aug,3.2188758248682006,12,-1,0,unknown,no
55,admin.,married,tertiary,no,3.828641396489095,no,no,cellular,29,aug,4.07753744390572,4,-1,0,unknown,no
36,self-employed,married,tertiary,no,2.302585092994046,no,no,cellular,29,aug,3.8501476017100584,4,-1,0,unknown,no
40,management,single,tertiary,no,5.220355825078324,no,no,cellular,29,aug,5.153291594497779,4,-1,0,unknown,no
35,management,divorced,secondary,no,6.813444599510896,no,no,cellular,29,aug,4.343805421853684,14,-1,0,unknown,no
31,management,married,tertiary,no,9.025455532779063,no,no,cellular,29,aug,3.7612001156935624,13,-1,0,unknown,no
59,housemaid,married,primary,no,6.035481432524756,no,no,cellular,29,aug,5.703782474656201,4,-1,0,unknown,no
46,technician,divorced,secondary,no,4.762173934797756,no,no,cellular,29,aug,4.543294782270004,2,-1,0,unknown,no
38,technician,married,secondary,no,5.220355825078324,no,yes,cellular,29,aug,3.784189633918261,16,-1,0,unknown,no
45,technician,married,secondary,no,5.860786223465865,yes,no,telephone,29,aug,2.8903717578961645,2,-1,0,unknown,no
38,technician,single,secondary,no,3.912023005428146,no,no,cellular,29,aug,4.584967478670572,2,-1,0,unknown,no
40,technician,divorced,secondary,no,6.734591659972948,no,yes,telephone,29,aug,3.58351893845611,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,6.853299093186078,no,yes,cellular,29,aug,3.1780538303479458,17,-1,0,unknown,no
48,blue-collar,married,secondary,no,7.551186867296149,no,no,cellular,29,aug,3.044522437723423,6,-1,0,unknown,no
38,management,married,tertiary,no,3.828641396489095,no,no,cellular,29,aug,4.248495242049359,4,-1,0,unknown,no
60,admin.,married,secondary,no,5.3981627015177525,no,no,cellular,29,aug,4.5217885770490405,4,-1,0,unknown,no
33,technician,married,secondary,no,4.30406509320417,no,no,cellular,29,aug,4.543294782270004,2,-1,0,unknown,no
47,self-employed,married,primary,no,6.962243464266207,no,no,telephone,29,aug,4.060443010546419,2,-1,0,unknown,no
58,retired,married,primary,no,4.23410650459726,no,no,cellular,29,aug,4.330733340286331,8,-1,0,unknown,no
47,management,single,tertiary,no,4.820281565605037,no,no,cellular,29,aug,2.6390573296152584,15,-1,0,unknown,no
34,technician,divorced,secondary,no,5.849324779946859,no,no,cellular,29,aug,2.70805020110221,14,-1,0,unknown,no
32,management,married,tertiary,no,2.772588722239781,no,no,telephone,29,aug,4.859812404361672,2,-1,0,unknown,no
41,technician,divorced,secondary,no,4.477336814478207,no,no,cellular,29,aug,4.477336814478207,2,-1,0,unknown,no
56,retired,married,secondary,no,8.428799040653642,no,no,cellular,29,aug,4.890349128221754,2,-1,0,unknown,no
52,services,married,secondary,no,6.440946540632921,no,no,cellular,29,aug,5.159055299214529,10,-1,0,unknown,no
49,self-employed,married,secondary,no,7.428333194190806,no,no,cellular,29,aug,4.110873864173311,4,-1,0,unknown,no
36,technician,single,secondary,no,3.5553480614894135,no,no,cellular,29,aug,6.20050917404269,2,-1,0,unknown,no
32,technician,single,secondary,no,5.4116460518550396,no,no,cellular,29,aug,6.111467339502679,4,-1,0,unknown,no
49,technician,single,secondary,no,4.736198448394496,no,no,cellular,29,aug,2.4849066497880004,6,-1,0,unknown,no
35,management,single,tertiary,no,5.953243334287785,yes,no,cellular,29,aug,5.123963979403259,2,-1,0,unknown,no
36,management,single,tertiary,no,3.258096538021482,no,no,cellular,29,aug,5.91350300563827,4,-1,0,unknown,no
36,technician,divorced,secondary,no,6.7580945044277305,no,no,telephone,29,aug,4.941642422609304,2,-1,0,unknown,no
33,technician,single,tertiary,no,4.8283137373023015,no,no,telephone,29,aug,4.189654742026425,2,-1,0,unknown,no
34,technician,married,secondary,no,7.492760300922379,yes,no,cellular,29,aug,5.303304908059076,2,-1,0,unknown,no
37,technician,married,secondary,no,6.1070228877422545,yes,no,cellular,29,aug,4.07753744390572,4,-1,0,unknown,no
32,management,single,tertiary,no,7.711101251840158,no,no,cellular,29,aug,4.442651256490317,15,-1,0,unknown,no
30,technician,single,secondary,no,4.820281565605037,no,no,cellular,29,aug,4.0943445622221,4,-1,0,unknown,no
37,technician,married,secondary,no,5.564520407322694,no,no,cellular,29,aug,5.707110264748875,4,-1,0,unknown,no
45,technician,married,secondary,no,5.209486152841421,no,no,cellular,29,aug,3.295836866004329,4,-1,0,unknown,no
52,technician,married,secondary,no,4.1588830833596715,no,no,telephone,29,aug,2.995732273553991,2,-1,0,unknown,no
46,technician,married,secondary,no,6.3818160174060985,no,no,telephone,29,aug,4.394449154672439,2,-1,0,unknown,no
46,unemployed,married,secondary,no,3.828641396489095,no,no,telephone,29,aug,4.30406509320417,2,-1,0,unknown,no
33,technician,married,secondary,no,3.1354942159291497,no,no,cellular,29,aug,3.970291913552122,4,-1,0,unknown,no
47,admin.,married,tertiary,no,6.981934677156389,no,no,telephone,29,aug,3.7612001156935624,2,-1,0,unknown,no
37,admin.,married,secondary,no,5.921578419643816,no,no,cellular,29,aug,4.584967478670572,10,-1,0,unknown,no
53,unemployed,married,tertiary,no,5.480638923341991,no,no,cellular,29,aug,4.663439094112067,3,-1,0,unknown,no
31,management,single,tertiary,no,8.929832503272403,no,no,telephone,29,aug,3.9318256327243257,1,-1,0,unknown,no
37,technician,married,secondary,no,3.713572066704308,no,no,cellular,29,aug,4.844187086458591,5,-1,0,unknown,no
47,admin.,married,secondary,no,4.430816798843313,no,no,telephone,29,aug,5.905361848054571,3,-1,0,unknown,no
57,retired,married,tertiary,no,3.7376696182833684,no,no,cellular,29,aug,4.219507705176107,4,-1,0,unknown,no
36,technician,single,secondary,no,7.791109510610028,no,no,cellular,29,aug,3.367295829986474,3,-1,0,unknown,no
32,management,single,tertiary,no,4.812184355372417,no,no,telephone,29,aug,4.143134726391533,11,-1,0,unknown,no
33,management,married,tertiary,no,3.4657359027997265,no,no,cellular,29,aug,3.295836866004329,7,-1,0,unknown,no
51,blue-collar,married,secondary,no,8.454253391642363,no,no,cellular,29,aug,2.0794415416798357,10,-1,0,unknown,no
37,management,single,tertiary,no,8.146709052203319,yes,no,cellular,29,aug,2.0794415416798357,9,-1,0,unknown,no
46,management,married,tertiary,no,5.356586274672012,yes,no,cellular,29,aug,6.244166900663736,3,-1,0,unknown,no
59,blue-collar,married,primary,no,7.112327444710911,no,no,cellular,29,aug,4.48863636973214,5,-1,0,unknown,no
34,management,divorced,tertiary,no,3.58351893845611,no,no,telephone,29,aug,4.343805421853684,7,-1,0,unknown,no
30,self-employed,married,tertiary,no,7.487173694213739,no,no,unknown,17,oct,5.459585514144159,1,-1,0,unknown,yes
36,blue-collar,married,secondary,no,7.510977752014095,yes,no,telephone,17,oct,3.1780538303479458,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,2.1972245773362196,yes,no,unknown,17,oct,4.74493212836325,1,-1,0,unknown,no
47,admin.,divorced,secondary,no,6.318968113746434,yes,yes,telephone,17,oct,6.169610732491456,1,-1,0,unknown,yes
37,management,divorced,tertiary,no,5.293304824724492,yes,no,unknown,18,oct,3.912023005428146,1,-1,0,unknown,no
50,blue-collar,married,primary,no,9.435002769259663,yes,no,unknown,18,oct,3.6109179126442243,1,-1,0,unknown,no
32,management,married,tertiary,no,9.128479345495862,no,yes,unknown,18,oct,4.2626798770413155,1,-1,0,unknown,no
31,entrepreneur,married,tertiary,no,4.3694478524670215,yes,no,unknown,18,oct,6.324358962381311,1,-1,0,unknown,no
52,technician,married,secondary,no,8.57602797713713,yes,no,unknown,19,oct,4.890349128221754,1,-1,0,unknown,yes
52,management,married,tertiary,no,1.791759469228055,no,no,telephone,19,oct,4.04305126783455,1,-1,0,unknown,no
45,admin.,divorced,secondary,no,7.164720378771857,yes,yes,telephone,20,oct,5.099866427824199,1,-1,0,unknown,no
47,admin.,married,secondary,no,10.108711502547386,no,no,telephone,20,oct,5.733341276897746,1,-1,0,unknown,no
48,student,single,unknown,no,7.153833801578843,no,no,telephone,20,oct,7.795234929002173,1,-1,0,unknown,no
43,management,married,tertiary,no,7.1372784372603855,no,no,unknown,20,oct,5.7430031878094825,1,-1,0,unknown,yes
30,technician,married,tertiary,no,5.476463551931511,no,no,telephone,20,oct,4.290459441148391,1,-1,0,unknown,no
34,blue-collar,divorced,secondary,no,6.782192056006791,no,yes,telephone,20,oct,3.1780538303479458,1,-1,0,unknown,no
44,technician,single,secondary,no,7.425953657077541,no,no,telephone,20,oct,6.576469569048224,1,-1,0,unknown,yes
30,blue-collar,married,secondary,no,7.416979621381154,yes,no,telephone,20,oct,7.60887062919126,1,-1,0,unknown,yes
33,admin.,married,tertiary,no,6.782192056006791,no,no,telephone,21,oct,3.6635616461296463,1,151,3,failure,no
32,admin.,married,secondary,no,9.076694687106265,yes,yes,unknown,21,oct,5.683579767338681,1,-1,0,unknown,yes
40,technician,married,secondary,no,7.055312843339752,no,no,telephone,21,oct,2.9444389791664403,1,-1,0,unknown,no
33,services,married,secondary,no,8.144388865547622,yes,no,telephone,21,oct,4.969813299576001,1,91,4,failure,yes
58,retired,married,tertiary,no,7.695757990554761,no,no,telephone,21,oct,4.174387269895637,1,-1,0,unknown,no
31,blue-collar,married,primary,no,8.912473274466036,yes,no,unknown,21,oct,3.9889840465642745,1,-1,0,unknown,no
45,admin.,married,secondary,no,8.584103896698863,yes,yes,unknown,21,oct,5.231108616854587,1,-1,0,unknown,yes
58,management,divorced,tertiary,no,10.175573637363353,yes,no,unknown,21,oct,3.8918202981106265,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,7.042286171939743,yes,no,unknown,22,oct,6.516193076042964,1,-1,0,unknown,yes
28,student,single,secondary,no,7.762596048540069,no,no,telephone,22,oct,5.056245805348308,1,-1,0,unknown,yes
36,management,married,tertiary,no,7.789454566086673,yes,no,telephone,22,oct,4.290459441148391,1,86,4,other,no
42,admin.,single,secondary,no,5.099866427824199,yes,yes,unknown,22,oct,4.382026634673881,1,-1,0,unknown,no
32,technician,single,tertiary,no,8.615045591583742,no,no,telephone,22,oct,5.198497031265826,1,-1,0,unknown,yes
28,self-employed,married,secondary,no,4.812184355372417,no,yes,telephone,22,oct,5.746203190540153,1,-1,0,unknown,yes
40,management,married,tertiary,no,8.117312461601975,yes,no,telephone,23,oct,4.927253685157205,1,-1,0,unknown,yes
44,admin.,divorced,primary,no,6.061456918928017,yes,no,telephone,23,oct,4.382026634673881,1,-1,0,unknown,yes
51,entrepreneur,married,tertiary,no,8.566744970245486,yes,no,unknown,23,oct,4.897839799950911,1,-1,0,unknown,yes
56,technician,married,secondary,no,6.3784261836515865,yes,no,unknown,23,oct,6.249975242259483,1,147,2,success,yes
57,unknown,married,unknown,no,9.866200967750112,no,no,unknown,23,oct,5.707110264748875,1,-1,0,unknown,yes
26,services,single,secondary,no,7.275864600546533,no,no,telephone,23,oct,5.14166355650266,1,-1,0,unknown,yes
40,technician,divorced,tertiary,no,6.342121418721152,yes,no,unknown,24,oct,4.718498871295094,1,-1,0,unknown,yes
49,admin.,married,secondary,no,9.235032984566555,yes,no,telephone,24,oct,4.574710978503383,1,-1,0,unknown,yes
50,management,single,tertiary,no,8.17103418920548,no,no,unknown,24,oct,5.720311776607412,1,-1,0,unknown,yes
44,blue-collar,married,secondary,no,7.188412736496954,yes,no,telephone,25,oct,4.77912349311153,1,89,2,other,no
58,admin.,divorced,secondary,no,7.5740450053721995,no,no,telephone,26,oct,5.429345628954441,1,-1,0,unknown,yes
37,admin.,married,secondary,no,7.584264818389059,no,no,telephone,27,oct,5.929589143389895,1,-1,0,unknown,yes
36,technician,single,secondary,no,8.087640287778983,yes,no,unknown,27,oct,5.332718793265369,1,-1,0,unknown,yes
39,entrepreneur,married,primary,no,6.07993319509559,yes,no,unknown,27,oct,5.0106352940962555,1,-1,0,unknown,yes
58,retired,married,primary,no,8.089482474360754,no,no,telephone,27,oct,3.295836866004329,1,-1,0,unknown,no
27,entrepreneur,married,secondary,no,7.753194269884341,no,no,telephone,27,oct,4.875197323201151,1,-1,0,unknown,yes
33,management,married,tertiary,no,6.066108090103747,yes,no,telephone,27,oct,3.9318256327243257,1,-1,0,unknown,no
47,management,divorced,tertiary,no,9.394826251599515,yes,no,telephone,27,oct,5.5254529391317835,1,-1,0,unknown,yes
30,admin.,married,secondary,no,7.177782416195197,no,no,telephone,27,oct,8.096817470572319,1,-1,0,unknown,no
39,admin.,married,secondary,no,7.471363088187097,no,no,telephone,28,oct,4.8283137373023015,1,-1,0,unknown,yes
57,technician,married,secondary,no,8.929832503272403,no,no,telephone,28,oct,4.948759890378168,1,-1,0,unknown,yes
38,management,married,tertiary,no,5.953243334287785,yes,no,telephone,28,oct,5.0369526024136295,1,-1,0,unknown,yes
43,management,married,secondary,no,4.672828834461906,yes,yes,telephone,28,oct,4.90527477843843,1,-1,0,unknown,yes
34,technician,married,secondary,no,6.919683849847411,yes,yes,telephone,28,oct,6.29156913955832,1,-1,0,unknown,yes
31,admin.,married,secondary,no,5.863631175598097,no,no,telephone,28,oct,4.0943445622221,1,-1,0,unknown,no
58,management,divorced,tertiary,no,5.918893854273146,no,yes,unknown,29,oct,2.3978952727983707,1,-1,0,unknown,yes
39,blue-collar,single,unknown,no,8.271804031154709,yes,no,telephone,29,oct,5.407171771460119,1,-1,0,unknown,no
60,blue-collar,married,secondary,no,7.496097345175956,no,no,telephone,29,oct,5.117993812416755,1,-1,0,unknown,no
59,management,divorced,tertiary,no,5.552959584921617,yes,no,telephone,29,oct,5.583496308781699,1,-1,0,unknown,yes
35,management,single,tertiary,no,8.923457979694966,yes,no,unknown,30,oct,5.5134287461649825,1,-1,0,unknown,yes
42,technician,divorced,secondary,no,5.749392985908253,yes,no,unknown,30,oct,5.455321115357702,1,-1,0,unknown,yes
43,retired,married,secondary,no,6.756932389247553,no,no,telephone,30,oct,4.882801922586371,1,-1,0,unknown,yes
36,entrepreneur,married,tertiary,no,1.791759469228055,no,no,telephone,30,oct,5.5053315359323625,1,-1,0,unknown,no
35,blue-collar,single,secondary,no,8.195057690895077,no,no,telephone,30,oct,5.075173815233827,1,-1,0,unknown,yes
38,admin.,single,secondary,no,7.8119734296220225,no,no,telephone,31,oct,5.424950017481403,1,-1,0,unknown,yes
39,blue-collar,married,secondary,no,7.175489713624222,yes,no,telephone,31,oct,5.062595033026967,1,-1,0,unknown,yes
58,retired,divorced,tertiary,no,8.082402253926244,no,no,telephone,31,oct,6.421622267806518,1,-1,0,unknown,yes
27,management,single,tertiary,no,5.220355825078324,no,no,cellular,31,oct,2.8903717578961645,1,-1,0,unknown,no
34,technician,single,secondary,no,7.531552381407289,no,no,cellular,4,nov,4.553876891600541,1,-1,0,unknown,no
60,management,married,tertiary,no,8.525359754082631,no,no,telephone,4,nov,5.988961416889864,1,-1,0,unknown,yes
28,management,single,tertiary,no,7.19668657083435,no,yes,unknown,4,nov,2.70805020110221,1,-1,0,unknown,no
26,technician,single,tertiary,no,5.147494476813453,no,yes,telephone,4,nov,3.044522437723423,1,140,4,other,no
56,technician,married,secondary,no,8.797699580118923,yes,no,telephone,4,nov,6.142037405587356,1,-1,0,unknown,yes
50,admin.,divorced,secondary,no,5.4680601411351315,no,yes,telephone,5,nov,5.1298987149230735,1,-1,0,unknown,yes
51,admin.,single,secondary,no,8.049427057110695,no,no,telephone,5,nov,6.1070228877422545,1,176,1,failure,no
31,management,married,tertiary,no,7.193685818395112,no,no,unknown,5,nov,5.5909869805108565,1,-1,0,unknown,yes
37,services,married,secondary,no,7.585788821732034,yes,no,telephone,5,nov,5.53338948872752,1,-1,0,unknown,yes
44,self-employed,married,secondary,no,6.559615237493242,no,no,unknown,5,nov,5.318119993844216,1,-1,0,unknown,yes
59,retired,divorced,secondary,no,6.933423025730715,no,no,unknown,5,nov,6.505784060128229,1,-1,0,unknown,yes
43,services,married,secondary,no,4.543294782270004,yes,yes,telephone,5,nov,4.219507705176107,1,-1,0,unknown,no
49,management,married,secondary,no,5.517452896464707,no,no,telephone,6,nov,5.455321115357702,1,-1,0,unknown,yes
48,management,divorced,tertiary,no,2.70805020110221,no,no,unknown,6,nov,4.477336814478207,1,-1,0,unknown,no
34,management,married,tertiary,no,7.478734825567875,yes,no,unknown,6,nov,3.258096538021482,1,101,11,other,no
30,management,single,tertiary,no,9.46164368908425,yes,no,cellular,6,nov,5.0106352940962555,1,-1,0,unknown,yes
36,admin.,married,secondary,no,8.108021221376747,yes,no,telephone,6,nov,4.882801922586371,1,-1,0,unknown,no
31,technician,single,tertiary,no,7.939871576361883,no,no,unknown,8,nov,5.0369526024136295,1,-1,0,unknown,yes
28,unemployed,single,tertiary,no,1.9459101490553132,no,no,cellular,8,nov,2.995732273553991,1,-1,0,unknown,no
29,management,single,tertiary,no,6.349138991379798,yes,no,telephone,8,nov,5.765191102784844,1,-1,0,unknown,yes
33,management,single,tertiary,no,7.578656850594762,no,no,telephone,8,nov,4.330733340286331,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,8.52912176228151,no,no,unknown,9,nov,5.700443573390687,1,-1,0,unknown,yes
43,admin.,single,secondary,no,3.5553480614894135,no,no,telephone,9,nov,5.337538079701318,1,-1,0,unknown,no
38,management,married,tertiary,no,7.00397413672268,yes,no,telephone,9,nov,3.7612001156935624,1,-1,0,unknown,no
33,technician,married,secondary,no,7.1180162044653335,no,no,telephone,9,nov,4.110873864173311,1,-1,0,unknown,no
23,admin.,single,secondary,no,3.6888794541139363,no,no,telephone,10,nov,7.122059881629142,1,-1,0,unknown,no
59,technician,married,tertiary,no,8.790725628263576,yes,no,telephone,10,nov,8.500657222776137,1,-1,0,unknown,no
38,management,single,tertiary,no,8.778017809698136,no,no,telephone,10,nov,4.8283137373023015,1,-1,0,unknown,no
31,management,married,tertiary,no,5.093750200806762,yes,yes,telephone,10,nov,4.672828834461906,1,-1,0,unknown,no
33,unemployed,divorced,secondary,no,6.912742820493176,yes,no,telephone,10,nov,5.1647859739235145,1,174,2,failure,no
43,admin.,married,secondary,no,7.7279755421055585,no,no,telephone,10,nov,6.261491684321042,1,-1,0,unknown,yes
40,management,single,secondary,no,9.201904893155081,no,no,telephone,10,nov,4.584967478670572,1,-1,0,unknown,no
31,technician,married,secondary,no,6.371611847231857,yes,no,telephone,11,nov,4.890349128221754,1,-1,0,unknown,no
33,unemployed,married,secondary,no,6.1224928095143865,no,no,telephone,11,nov,4.77912349311153,1,-1,0,unknown,no
34,management,married,tertiary,no,6.516193076042964,no,no,telephone,11,nov,6.186208623900494,1,-1,0,unknown,yes
28,self-employed,single,tertiary,no,5.075173815233827,no,no,unknown,11,nov,5.062595033026967,1,-1,0,unknown,yes
34,admin.,married,tertiary,no,6.80128303447162,yes,no,unknown,12,nov,4.736198448394496,1,170,3,failure,yes
47,blue-collar,married,secondary,no,7.114769448366463,yes,no,telephone,12,nov,5.934894195619588,1,-1,0,unknown,yes
22,technician,single,secondary,no,5.808142489980444,no,yes,telephone,12,nov,4.859812404361672,1,-1,0,unknown,no
37,technician,married,secondary,no,6.923628628138427,yes,yes,telephone,12,nov,3.1780538303479458,1,-1,0,unknown,no
26,management,married,tertiary,no,3.9512437185814275,no,yes,telephone,12,nov,5.472270673671475,1,-1,0,unknown,no
30,admin.,married,secondary,no,6.771935555839602,yes,no,telephone,12,nov,4.77912349311153,1,167,3,success,no
43,blue-collar,divorced,primary,no,5.389071729816501,no,no,telephone,13,nov,4.927253685157205,1,-1,0,unknown,no
33,admin.,single,secondary,no,5.327876168789581,no,no,telephone,13,nov,5.123963979403259,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,6.576469569048224,yes,yes,telephone,13,nov,4.276666119016055,1,-1,0,unknown,no
30,management,single,tertiary,no,7.1252830915107115,yes,no,telephone,13,nov,4.454347296253507,1,174,1,failure,no
32,management,married,tertiary,no,4.127134385045092,yes,no,telephone,13,nov,3.8066624897703196,1,-1,0,unknown,no
32,blue-collar,single,tertiary,no,6.551080335043404,no,no,unknown,13,nov,4.499809670330265,1,-1,0,unknown,yes
49,admin.,married,secondary,no,8.190908881182514,yes,no,unknown,13,nov,5.442417710521793,1,-1,0,unknown,yes
46,unknown,married,unknown,no,6.517671272912275,no,no,unknown,13,nov,6.582025138892826,1,-1,0,unknown,no
27,student,single,secondary,no,4.204692619390966,no,no,telephone,14,nov,5.476463551931511,1,-1,0,unknown,yes
35,unemployed,single,secondary,no,4.844187086458591,yes,no,telephone,14,nov,5.087596335232384,1,-1,0,unknown,yes
32,blue-collar,married,secondary,no,7.644440761556566,yes,no,cellular,14,nov,4.882801922586371,1,-1,0,unknown,yes
57,blue-collar,married,unknown,no,8.184513753033722,no,no,telephone,14,nov,5.147494476813453,1,-1,0,unknown,yes
58,management,married,tertiary,no,8.331345424845724,yes,no,telephone,14,nov,5.075173815233827,1,-1,0,unknown,yes
35,admin.,single,secondary,no,6.849066282633458,no,no,telephone,14,nov,3.1780538303479458,1,-1,0,unknown,no
30,technician,single,secondary,no,6.704414354964107,yes,no,unknown,14,nov,5.187385805840755,1,-1,0,unknown,yes
32,management,married,tertiary,no,6.842683282238422,no,no,unknown,17,nov,4.330733340286331,1,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,7.396948602621014,yes,no,cellular,17,nov,4.394449154672439,1,195,2,failure,no
57,blue-collar,married,secondary,no,8.569785641535407,yes,no,telephone,17,nov,4.61512051684126,1,-1,0,unknown,no
51,management,divorced,tertiary,no,4.77912349311153,no,no,cellular,17,nov,5.298317366548036,1,165,2,failure,no
51,technician,married,secondary,no,4.060443010546419,yes,no,cellular,17,nov,4.3694478524670215,1,129,2,failure,no
44,management,married,tertiary,no,8.732788324973118,yes,yes,cellular,17,nov,4.060443010546419,1,188,1,failure,no
54,admin.,married,secondary,no,8.301025253838453,yes,no,cellular,17,nov,4.983606621708336,1,-1,0,unknown,no
53,technician,married,secondary,no,6.813444599510896,no,no,cellular,17,nov,5.049856007249537,1,-1,0,unknown,no
35,technician,married,secondary,no,7.3632795869630385,yes,yes,cellular,17,nov,3.970291913552122,1,-1,0,unknown,no
41,management,married,tertiary,no,8.857657449306988,no,no,cellular,17,nov,4.584967478670572,1,-1,0,unknown,no
50,entrepreneur,married,secondary,no,6.499787040655854,no,no,telephone,17,nov,5.472270673671475,1,-1,0,unknown,no
37,technician,married,secondary,no,6.042632833682381,yes,yes,cellular,17,nov,4.442651256490317,1,-1,0,unknown,no
46,admin.,married,secondary,no,7.132497551660044,yes,yes,cellular,17,nov,4.07753744390572,1,-1,0,unknown,no
34,technician,single,secondary,no,4.653960350157523,yes,no,cellular,17,nov,5.713732805509369,1,196,2,failure,no
37,self-employed,married,secondary,no,9.015541293671115,yes,no,cellular,17,nov,3.9318256327243257,1,-1,0,unknown,no
35,management,married,tertiary,no,4.543294782270004,yes,no,unknown,17,nov,4.68213122712422,1,-1,0,unknown,no
49,blue-collar,divorced,primary,no,6.2422232654551655,no,no,cellular,17,nov,5.3981627015177525,1,-1,0,unknown,no
42,management,married,secondary,no,4.2626798770413155,no,no,cellular,17,nov,4.382026634673881,1,-1,0,unknown,no
49,management,married,tertiary,no,7.334981878871814,no,no,cellular,17,nov,5.780743515792329,1,172,1,failure,no
40,services,divorced,unknown,no,8.67368398817567,no,no,telephone,17,nov,5.327876168789581,1,-1,0,unknown,no
42,self-employed,married,tertiary,no,8.509161019718974,no,no,cellular,17,nov,4.9344739331306915,1,-1,0,unknown,no
49,retired,married,secondary,no,9.065083359319043,no,no,cellular,17,nov,6.267200548541362,1,-1,0,unknown,no
47,housemaid,married,tertiary,no,5.429345628954441,yes,no,cellular,17,nov,4.382026634673881,1,118,1,failure,no
40,management,single,secondary,no,7.392031567514591,yes,no,cellular,17,nov,5.081404364984463,1,167,2,failure,no
36,technician,divorced,secondary,no,8.100464891029363,yes,no,cellular,17,nov,4.867534450455582,1,-1,0,unknown,no
43,technician,divorced,secondary,no,7.4073177104694174,no,no,cellular,17,nov,4.382026634673881,1,-1,0,unknown,no
56,management,married,tertiary,no,8.824383730256061,yes,no,cellular,17,nov,5.521460917862246,1,-1,0,unknown,no
55,management,married,tertiary,no,7.2456550675945355,yes,no,cellular,17,nov,4.189654742026425,1,-1,0,unknown,no
